,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
259252,400033,0,Cash loans,F,N,Y,0,112500.0,269982.0,27792.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010147,-23228,-1199,-28.0,-4179,,1,1,0,1,0,1,Medicine staff,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Medicine,0.5852328626362894,0.4849178285540929,0.6006575372857061,0.0464,0.0712,0.9995,0.9932,0.0395,0.0,0.1034,0.0833,0.125,,0.0378,0.0381,0.0,0.0901,0.0473,0.0739,0.9995,0.9935,0.0398,0.0,0.1034,0.0833,0.125,,0.0413,0.0397,0.0,0.0954,0.0468,0.0712,0.9995,0.9933,0.0397,0.0,0.1034,0.0833,0.125,,0.0385,0.0388,0.0,0.092,not specified,block of flats,0.0496,"Stone, brick",No,0.0,0.0,0.0,0.0,-21.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
259253,400034,0,Cash loans,M,Y,N,1,225000.0,1113840.0,47322.0,900000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.007114,-11183,-816,-992.0,-3736,9.0,1,1,0,1,0,0,High skill tech staff,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Industry: type 9,,0.1254081544010539,0.6144143775673561,0.0082,,0.9667,,,,0.0345,0.0417,,,,0.0053,,,0.0084,,0.9667,,,,0.0345,0.0417,,,,0.0056,,,0.0083,,0.9667,,,,0.0345,0.0417,,,,0.0054,,,,,0.0074,Wooden,No,2.0,1.0,2.0,1.0,-1429.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259254,400035,0,Cash loans,F,N,Y,0,112500.0,208957.5,21541.5,189000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.00702,-23278,365243,-6312.0,-4493,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.8809885324116463,0.5628271015174025,0.7366226976503176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-359.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259255,400036,0,Cash loans,F,N,Y,0,135000.0,675000.0,32472.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00733,-17353,-1649,-5669.0,-901,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,THURSDAY,15,0,1,1,0,1,1,Self-employed,,0.3270213190171529,0.6832688314232291,0.0124,,0.9871,0.8232,0.0025,,0.069,0.0833,0.125,,0.0101,0.015,,0.0062,0.0126,,0.9871,0.8301,0.0025,,0.069,0.0833,0.125,,0.011,0.0157,,0.0065,0.0125,,0.9871,0.8256,0.0025,,0.069,0.0833,0.125,,0.0103,0.0153,,0.0063,reg oper account,block of flats,0.0132,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259256,400037,0,Cash loans,F,N,Y,0,90000.0,1044724.5,34654.5,936000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-19119,-1867,-788.0,-2641,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Transport: type 4,0.5946094389587465,0.7917641120491775,0.3441550073724169,0.134,0.0882,0.9841,0.7824,0.0237,0.16,0.069,0.4583,0.0417,0.0794,0.1059,0.1143,0.0154,0.0333,0.1366,0.0915,0.9841,0.7909,0.0239,0.1611,0.069,0.4583,0.0417,0.0812,0.1157,0.119,0.0156,0.0352,0.1353,0.0882,0.9841,0.7853,0.0239,0.16,0.069,0.4583,0.0417,0.0808,0.1077,0.1163,0.0155,0.034,reg oper account,block of flats,0.1279,"Stone, brick",No,1.0,0.0,1.0,0.0,-2412.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259257,400038,0,Cash loans,F,N,N,1,54000.0,221832.0,10786.5,175500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.01885,-9061,-259,-3392.0,-1718,,1,1,1,1,0,0,Sales staff,2.0,2,2,SATURDAY,10,0,0,0,0,1,1,Self-employed,,0.3665583806030833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-32.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259258,400039,0,Cash loans,F,N,N,0,202500.0,545040.0,26640.0,450000.0,Unaccompanied,Working,Incomplete higher,Married,With parents,0.0145199999999999,-18280,-2938,-9935.0,-1813,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Electricity,,0.6566949127387108,0.3474182272002641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1341.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
259259,400040,0,Revolving loans,M,Y,Y,0,112500.0,450000.0,22500.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-19392,-2056,-390.0,-1747,18.0,1,1,0,1,0,0,Security staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.3411229075988826,0.6610235391308081,0.1237,0.1295,0.9776,0.6940000000000001,,0.0,0.2069,0.1667,0.2083,0.1071,,0.115,,0.0,0.1261,0.1344,0.9777,0.706,,0.0,0.2069,0.1667,0.2083,0.1095,,0.1199,,0.0,0.1249,0.1295,0.9776,0.6981,,0.0,0.2069,0.1667,0.2083,0.109,,0.1171,,0.0,,block of flats,0.0905,Panel,No,0.0,0.0,0.0,0.0,-1359.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259260,400041,1,Cash loans,F,Y,Y,0,180000.0,1520253.0,44581.5,1327500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-13989,-2461,-2287.0,-3973,3.0,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Trade: type 7,,0.1641508647158315,0.375711009574066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-568.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259261,400042,0,Cash loans,M,N,N,0,126000.0,808650.0,26086.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007305,-13061,-3838,-286.0,-4399,,1,1,1,1,0,0,Laborers,2.0,3,3,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 1,0.2333919162933196,0.5176143957165468,0.266456808245056,0.0062,0.071,0.9419,0.1024,0.0004,0.08,0.069,0.0417,0.0833,0.0,0.0034,0.0036,0.0,0.0,0.0042,0.0737,0.9345,0.1375,0.0004,0.0806,0.069,0.0417,0.0833,0.0,0.0037,0.0037,0.0,0.0,0.0062,0.071,0.9419,0.1144,0.0004,0.08,0.069,0.0417,0.0833,0.0,0.0034,0.0036,0.0,0.0,reg oper account,block of flats,0.003,Wooden,No,0.0,0.0,0.0,0.0,-1571.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,2.0,3.0
259262,400043,0,Cash loans,F,N,Y,0,90000.0,99000.0,10660.5,99000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-17746,-2125,-4476.0,-1292,,1,1,1,1,1,0,Core staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Self-employed,,0.7906659477819771,0.7490217048463391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,1.0,2.0,1.0,-2543.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
259263,400044,0,Revolving loans,F,N,Y,2,153000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-7808,-885,-2476.0,-484,,1,1,0,1,0,0,Accountants,4.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Other,,0.3108830215061102,0.4776491548517548,0.0124,,0.9518,,,0.0,0.0345,0.0,,,,0.0075,,,0.0126,,0.9518,,,0.0,0.0345,0.0,,,,0.0078,,,0.0125,,0.9518,,,0.0,0.0345,0.0,,,,0.0076,,,,block of flats,0.0059,,No,1.0,0.0,1.0,0.0,-273.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259264,400045,0,Cash loans,F,Y,N,1,261000.0,1575000.0,41548.5,1575000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.018029,-21055,-383,-2884.0,-4526,10.0,1,1,0,1,1,0,Accountants,3.0,3,3,TUESDAY,14,0,0,0,0,0,0,Medicine,,0.088793779881529,0.5585066276769286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1585.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259265,400047,0,Cash loans,F,Y,Y,1,135000.0,1125000.0,37179.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-9360,-178,-4166.0,-869,15.0,1,1,0,1,0,0,Core staff,3.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.5053756347659478,0.1285043773724039,0.017,0.0,0.9742,0.7212,0.0061,0.0,0.069,0.0417,0.0833,0.0263,0.0202,0.011,0.0,0.0,0.0095,0.0,0.9692,0.7321,0.0061,0.0,0.0345,0.0417,0.0833,0.0269,0.022,0.0061,0.0,0.0,0.0172,0.0,0.9742,0.7249,0.0061,0.0,0.069,0.0417,0.0833,0.0268,0.0205,0.0111,0.0,0.0,reg oper account,block of flats,0.0068,Wooden,No,3.0,0.0,3.0,0.0,-478.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259266,400048,0,Cash loans,F,N,Y,2,135000.0,808650.0,23773.5,675000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-13490,-5500,-7502.0,-3505,,1,1,0,1,0,0,Core staff,4.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,School,0.5103391542812717,0.5808200441786114,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259267,400049,0,Cash loans,F,Y,N,0,112500.0,276277.5,18594.0,238500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006233,-11987,-145,-4318.0,-4427,2.0,1,1,0,1,0,1,Cooking staff,2.0,2,2,THURSDAY,14,0,0,0,0,0,0,Other,0.3201025117880582,0.5826610341082641,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-3060.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
259268,400050,0,Cash loans,M,Y,Y,0,274500.0,1980864.0,68985.0,1710000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-18917,-213,-2674.0,-2451,8.0,1,1,0,1,0,0,,2.0,1,1,THURSDAY,9,0,1,1,0,0,0,Security,0.646750078540724,0.7495160022048584,0.6940926425266661,0.0495,0.0,0.9742,0.6464,0.0041,0.0,0.1034,0.125,0.1667,,0.0403,0.0384,0.0,0.0,0.0504,0.0,0.9742,0.6602,0.0042,0.0,0.1034,0.125,0.1667,,0.0441,0.04,0.0,0.0,0.05,0.0,0.9742,0.6511,0.0041,0.0,0.1034,0.125,0.1667,,0.041,0.0391,0.0,0.0,reg oper spec account,block of flats,0.0331,"Stone, brick",No,0.0,0.0,0.0,0.0,-2285.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
259269,400051,0,Cash loans,F,Y,N,2,180000.0,825673.5,37440.0,738000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-12039,-1126,-5703.0,-2442,17.0,1,1,0,1,0,0,High skill tech staff,4.0,3,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.5297394521584661,0.4066174366275036,0.0835,0.0661,0.9871,0.8232,0.0141,0.08,0.069,0.3333,0.375,0.0668,0.0681,0.0875,0.0,0.0,0.0851,0.0686,0.9871,0.8301,0.0142,0.0806,0.069,0.3333,0.375,0.0684,0.0744,0.0911,0.0,0.0,0.0843,0.0661,0.9871,0.8256,0.0142,0.08,0.069,0.3333,0.375,0.068,0.0693,0.089,0.0,0.0,reg oper account,block of flats,0.0688,"Stone, brick",No,2.0,0.0,2.0,0.0,-749.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259270,400052,0,Cash loans,M,Y,N,0,202500.0,314100.0,17167.5,225000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,Municipal apartment,0.019101,-9979,-403,-4447.0,-2645,20.0,1,1,0,1,0,0,,1.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.1221766224076151,0.2563991885360997,0.5226973172821112,0.2557,0.0479,0.9791,0.7144,0.0034,0.0,0.1034,0.1667,0.0417,0.0985,0.2068,0.1116,0.0077,0.0076,0.2605,0.0497,0.9791,0.7256,0.0035,0.0,0.1034,0.1667,0.0417,0.1008,0.2259,0.1163,0.0078,0.0081,0.2581,0.0479,0.9791,0.7182,0.0035,0.0,0.1034,0.1667,0.0417,0.1002,0.2104,0.1136,0.0078,0.0078,reg oper account,specific housing,0.0974,"Stone, brick",No,10.0,0.0,10.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
259271,400053,0,Cash loans,F,N,Y,2,180000.0,1494486.0,41224.5,1305000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.032561,-14427,365243,-8565.0,-214,,1,0,0,1,1,0,,3.0,1,1,SATURDAY,16,0,0,0,0,0,0,XNA,,0.7032256062473334,0.5797274227921155,0.2309,0.0941,0.9747,0.6532,0.0297,0.0,0.3448,0.2083,0.25,0.0,0.1799,0.1895,0.0386,0.1349,0.2353,0.0977,0.9747,0.6668,0.03,0.0,0.3448,0.2083,0.25,0.0,0.1965,0.1974,0.0389,0.1428,0.2332,0.0941,0.9747,0.6578,0.0299,0.0,0.3448,0.2083,0.25,0.0,0.183,0.1929,0.0388,0.1377,reg oper account,block of flats,0.1946,"Stone, brick",No,1.0,0.0,1.0,0.0,-1650.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
259272,400054,0,Cash loans,F,N,N,0,67500.0,225000.0,12694.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018209,-24442,365243,-13490.0,-4570,,1,0,0,1,0,0,,1.0,3,3,TUESDAY,9,0,0,0,0,0,0,XNA,,0.4343108829148362,,0.1495,0.1087,0.9816,,,0.16,0.1379,0.3333,,0.0623,,0.0934,,0.0112,0.1523,0.1128,0.9816,,,0.1611,0.1379,0.3333,,0.0637,,0.0973,,0.0118,0.1509,0.1087,0.9816,,,0.16,0.1379,0.3333,,0.0634,,0.0951,,0.0114,,block of flats,0.1159,"Stone, brick",No,0.0,0.0,0.0,0.0,-2260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259273,400055,0,Cash loans,F,N,Y,0,180000.0,448056.0,21919.5,315000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006207,-17734,-2467,-11122.0,-1245,,1,1,1,1,0,0,Cooking staff,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Government,,0.7492120756263607,0.7946285827840042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2099.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
259274,400056,0,Cash loans,F,N,Y,1,180000.0,846000.0,24867.0,846000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-14579,-6649,-5378.0,-4152,,1,1,1,1,0,0,Core staff,3.0,2,2,SATURDAY,11,0,0,0,0,0,0,Kindergarten,0.3909677773447819,0.6102384975406306,0.4276573700350293,0.2515,0.0896,0.9796,0.7212,0.0407,0.0,0.1034,0.25,0.2917,0.0035,0.2051,0.0762,0.0,0.1024,0.2563,0.0929,0.9796,0.7321,0.0411,0.0,0.1034,0.25,0.2917,0.0035,0.2241,0.0794,0.0,0.1084,0.254,0.0896,0.9796,0.7249,0.041,0.0,0.1034,0.25,0.2917,0.0035,0.2086,0.0776,0.0,0.1046,reg oper account,block of flats,0.1193,Panel,No,8.0,0.0,8.0,0.0,-1798.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,5.0
259275,400057,0,Revolving loans,F,N,Y,1,157500.0,247500.0,12375.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-13549,-4193,-1672.0,-2570,,1,1,0,1,1,0,Drivers,3.0,2,2,THURSDAY,9,0,0,0,0,0,0,Government,0.6763465124259092,0.5802822184174942,0.180887977767074,0.0959,0.0861,0.9821,0.7552,0.0141,0.0,0.2414,0.1667,0.2083,0.0652,0.0773,0.0892,0.0039,0.0099,0.0977,0.0894,0.9821,0.7648,0.0142,0.0,0.2414,0.1667,0.2083,0.0667,0.0845,0.0929,0.0039,0.0104,0.0968,0.0861,0.9821,0.7585,0.0142,0.0,0.2414,0.1667,0.2083,0.0663,0.0787,0.0908,0.0039,0.0101,reg oper account,block of flats,0.0723,Panel,No,2.0,0.0,2.0,0.0,-919.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
259276,400058,0,Cash loans,M,Y,Y,0,157500.0,848745.0,40833.0,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.01885,-17844,-3024,-11401.0,-1390,12.0,1,1,0,1,0,0,Security staff,2.0,2,2,MONDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.6557872263967783,0.5370699579791587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1851.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
259277,400059,0,Cash loans,M,N,Y,0,45000.0,177903.0,14391.0,148500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.035792,-13713,365243,-7407.0,-3420,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.4557920341939081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
259278,400060,1,Cash loans,F,Y,Y,0,450000.0,701730.0,73687.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-19246,-1815,-8203.0,-2611,8.0,1,1,0,1,0,0,Managers,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.5774248510885088,0.1351060157401717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-580.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
259279,400061,0,Cash loans,M,N,Y,2,135000.0,1072809.0,31495.5,895500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.004849,-19907,-6063,-9606.0,-3467,,1,1,0,1,0,0,Laborers,4.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.0695332457571154,0.816092360478441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1316.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
259280,400062,0,Cash loans,M,Y,Y,2,225000.0,450000.0,17140.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-11843,-2172,-2175.0,-3554,4.0,1,1,1,1,1,0,Sales staff,4.0,2,2,MONDAY,15,0,0,0,0,0,0,Trade: type 2,0.6212871452903667,0.621196623271758,0.7738956942145427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1569.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0
259281,400064,0,Cash loans,M,Y,Y,2,157500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,-15619,-3350,-4262.0,-5526,13.0,1,1,0,1,0,0,Drivers,4.0,3,3,MONDAY,7,0,0,0,0,0,0,Self-employed,,0.1436788250987974,0.6023863442690867,0.0701,0.0844,0.9806,0.7348,0.094,0.0,0.1379,0.1667,0.2083,0.0928,0.0563,0.0629,0.0039,0.0103,0.0714,0.0875,0.9806,0.7452,0.0948,0.0,0.1379,0.1667,0.2083,0.0949,0.0615,0.0656,0.0039,0.0109,0.0708,0.0844,0.9806,0.7383,0.0946,0.0,0.1379,0.1667,0.2083,0.0944,0.0573,0.0641,0.0039,0.0105,reg oper account,block of flats,0.0517,"Stone, brick",No,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
259282,400066,0,Cash loans,M,Y,N,0,270000.0,450000.0,27193.5,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.028663,-10171,-2004,-4819.0,-1770,2.0,1,1,1,1,0,0,Core staff,1.0,2,2,SUNDAY,15,0,0,0,0,0,0,Police,0.2487863461738387,0.2883551647080047,0.1301285429480269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-266.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
